807,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
603,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
618,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
761,Analysts reveal the top stocks with 'significant upside potential' heading into earnings  https://t.co/lfaLK3nwAz
586,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
380,"Buy Yum Brands to defend against a slowdown in consumer spending, Goldman Sachs says  https://t.co/88zGuVwEXi"
566,"Buy Yum Brands to defend against a slowdown in consumer spending, Goldman Sachs says  https://t.co/88zGuVwEXi"
207,"Buy Yum Brands to defend against a slowdown in consumer spending, Goldman Sachs says  https://t.co/88zGuVwEXi"
107,Analysts reveal the top stocks with 'significant upside potential' heading into earnings  https://t.co/lfaLK3nwAz
219,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
607,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
446,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
192,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
317,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
305,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
418,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
227,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
25,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
1,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
233,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
197,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
594,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
7,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
411,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
699,"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j"
812,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
496,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
747,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
183,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
669,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
584,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
132,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
36,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
904,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
445,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
473,"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j"
860,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
251,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
374,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
303,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
569,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
799,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
420,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
323,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
34,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
921,"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm"
938,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
316,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
847,"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j"
494,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
37,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
719,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
189,"Here are Thursday's biggest analyst calls: Apple, Amazon, Tesla, Palantir, DocuSign, Exxon &amp; more  https://t.co/QPN8Gwl7Uh"
783,"Buy Las Vegas Sands as travel to Singapore builds, Wells Fargo says  https://t.co/fLS2w57iCz"
405,"Piper Sandler downgrades DocuSign to sell, citing elevated risks amid CEO transition  https://t.co/1EmtywmYpr"
276,"Analysts react to Tesla's latest earnings, break down what's next for electric car maker  https://t.co/kwhoE6W06u"
423,"Netflix and its peers are set for a return to growth, analysts say, giving one stock 120% upside  https://t.co/jPpdl0D9s4"
129,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
678,"Bernstein upgrades Alibaba, says shares can rally more than 20% from here  https://t.co/m3ApoPRGU0"",0"
171,"Analysts react to Netflix's strong quarter, with some pointing to a potential bottom for the stock  https://t.co/cQngJsyefD"
705,"Analysts react to Netflix's strong quarter, with some pointing to a potential bottom for the stock  https://t.co/cQngJsyefD"
772,"Analysts react to Netflix's strong quarter, with some pointing to a potential bottom for the stock  https://t.co/cQngJsyefD"
913,"Analysts react to Netflix's strong quarter, with some pointing to a potential bottom for the stock  https://t.co/cQngJsyefD"
741,"Analysts react to Netflix's strong quarter, with some pointing to a potential bottom for the stock  https://t.co/cQngJsyefD"
170,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
685,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
577,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
507,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
455,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
824,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
239,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
156,"Buy Chevron as shares look attractive at these levels, HSBC says  https://t.co/GkDpFvxjEP"",0"
339,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
880,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
674,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
574,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
428,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
77,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
231,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
761,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
94,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
627,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
977,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
13,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
838,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
554,"Citi cuts Microsoft price target, citing foreign exchange headwinds  https://t.co/ZsnMboYnGw"
895,"Exchange operator Cboe is a buy as recession chances rise, Morgan Stanley says  https://t.co/Z51h67lv4O"
88,"Strong earnings may not be enough to bring Netflix out of its funk, Credit Suisse says  https://t.co/99YkU9j8X2"
255,"Tesla's bitcoin holdings could result in a $460 million hit for the carmaker, Barclays says  https://t.co/J50bSXAsf6"
297,Morningstar strategist says two FAANG stocks look incredibly cheap right now  https://t.co/DKr5Q5o0ei
309,Morningstar strategist says two FAANG stocks look incredibly cheap right now  https://t.co/DKr5Q5o0ei
194,Morningstar strategist says two FAANG stocks look incredibly cheap right now  https://t.co/DKr5Q5o0ei
860,"Deutsche Bank downgrades General Motors, cites looming pricing risks to automakers  https://t.co/40yhalOoOU"
43,"Deutsche Bank downgrades General Motors, cites looming pricing risks to automakers  https://t.co/40yhalOoOU"
774,"Deutsche Bank downgrades General Motors, cites looming pricing risks to automakers  https://t.co/40yhalOoOU"
380,Morgan Stanley says these global stocks are set for earnings beats  and gives one over 45% upside
254,"Citi cuts Microsoft price target, citing foreign exchange headwinds  https://t.co/ZsnMboYnGw"
954,"Exchange operator Cboe is a buy as recession chances rise, Morgan Stanley says  https://t.co/Z51h67lv4O"
354,"Strong earnings may not be enough to bring Netflix out of its funk, Credit Suisse says  https://t.co/99YkU9j8X2"
20,"Tesla's bitcoin holdings could result in a $460 million hit for the carmaker, Barclays says  https://t.co/J50bSXAsf6"
830,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
946,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
308,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
997,Analysts reveal the top stocks with 'significant upside potential' heading into earnings  https://t.co/lfaLK3nwAz
133,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
19,"Buy Yum Brands to defend against a slowdown in consumer spending, Goldman Sachs says  https://t.co/88zGuVwEXi"
466,"Buy Yum Brands to defend against a slowdown in consumer spending, Goldman Sachs says  https://t.co/88zGuVwEXi"
639,"Buy Yum Brands to defend against a slowdown in consumer spending, Goldman Sachs says  https://t.co/88zGuVwEXi"
391,Analysts reveal the top stocks with 'significant upside potential' heading into earnings  https://t.co/lfaLK3nwAz
22,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
346,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
889,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
620,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
397,"Morgan Stanley downgrades Paramount and Fox, warns of possible 'streaming recession'  https://t.co/apofBK4yVZ"
321,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
61,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
344,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
178,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
648,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
113,Argus downgrades Delta citing weak outlook following second-quarter earnings  https://t.co/MuWXm66fAo
615,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
181,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
878,"Here are Friday's biggest analyst calls of the day: McDonald's, Netflix, Amazon, Nvidia, Visa &amp; more  https://t.co/DyiE4GH2LD"
105,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
942,"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j"
635,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
413,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
396,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
194,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
428,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
436,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
646,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
492,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
736,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
854,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
428,"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j"
201,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
470,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
188,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
817,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
3,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
849,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
441,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
987,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
565,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
839,"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm"
933,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
11,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
730,"Here are Tuesday's biggest analyst calls: Tesla, Apple, Gap, JPMorgan chase, Nvidia, Southwest  https://t.co/PDr6BL9S9j"
947,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
964,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
702,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
944,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN3
68,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
996,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
470,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
266,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
491,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
83,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
208,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
464,"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm"
432,PYPL Morgan Stanley maintained Paypal coverage with Overweight and $129 PT .... im still long
278,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN3
411,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN4
293,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN5
186,"Bernstein calls medtech company Dexcom a clear buy, citing long-term runway for diabetes management  https://t.co/y3RmrIhMwz"
569,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
14,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
702,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
390,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN3
117,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
753,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
747,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
419,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
8,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
447,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
359,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
119,"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm"
67,"Here are Thursday's biggest analyst calls: Apple, Amazon, Tesla, Palantir, DocuSign, Exxon &amp; more  https://t.co/QPN8Gwl7Uh"
200,"Buy Las Vegas Sands as travel to Singapore builds, Wells Fargo says  https://t.co/fLS2w57iCz"
434,"Piper Sandler downgrades DocuSign to sell, citing elevated risks amid CEO transition  https://t.co/1EmtywmYpr"
533,"Analysts react to Tesla's latest earnings, break down what's next for electric car maker  https://t.co/kwhoE6W06u"
838,"Netflix and its peers are set for a return to growth, analysts say, giving one stock 120% upside  https://t.co/jPpdl0D9s4"
149,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
614,JMP Securities maintained $HOOD coverage with a market Outperform and $28 price target
143,PYPL Morgan Stanley maintained Paypal coverage with Overweight and $129 PT .... im still long
287,PYPL Morgan Stanley maintained Paypal coverage with Overweight and $129 PT .... im still long
209,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
510,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
294,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
707,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
148,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
8,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
224,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
733,"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm"
516,PYPL Morgan Stanley maintained Paypal coverage with Overweight and $129 PT .... im still long
12,"Here are Thursday's biggest analyst calls: Apple, Amazon, Tesla, Palantir, DocuSign, Exxon &amp; more  https://t.co/QPN8Gwl7Uh"
76,"Buy Las Vegas Sands as travel to Singapore builds, Wells Fargo says  https://t.co/fLS2w57iCz"
382,"Piper Sandler downgrades DocuSign to sell, citing elevated risks amid CEO transition  https://t.co/1EmtywmYpr"
204,"Analysts react to Tesla's latest earnings, break down what's next for electric car maker  https://t.co/kwhoE6W06u"
693,"Netflix and its peers are set for a return to growth, analysts say, giving one stock 120% upside  https://t.co/jPpdl0D9s4"
89,Barclays believes earnings for these underperforming stocks may surprise Wall Street  https://t.co/PHbsyVGAyE
534,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN4
693,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN5
246,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN6
920,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN7
12,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN8
682,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN9
107,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN10
47,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN11
842,JMP Securities maintained $HOOD coverage with a market Outperform and $28 price target
279,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
34,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
582,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
354,"Susquehanna downgrades JetBlue, cites struggles with cost structure  https://t.co/eVYtLZGWaf"
835,Morgan Stanley downgrades American Express on lower spending among high-end consumers  https://t.co/LhzFvUMP2i
966,"Occidental Petroleum looks overbought after its rally this year, Goldman Sachs says  https://t.co/E1t7DwKUxM"
510,Wall Street bets on analysts cutting earnings estimates as the economy shows signs of slowing  https://t.co/RFaVYNxnk7
131,"Bank of America shares are a compelling buy even in a recession, Societe Generale says in upgrade  https://t.co/9hqnRT1ogm"
603,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN3
950,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN4
665,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN5
470,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN6
35,Cowen downgrades chip stock Qorvo as demand for smartphone slows  https://t.co/OSnynL1SN7
312,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
558,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
315,"BMO cuts Microsoft price target, citing pressure on software valuations and potential recession  https://t.co/JUOYvrXXVx"
79,"UBS slashes Netflix price target ahead of earnings, warns of cautious outlook for streaming giant  https://t.co/x3f9WNCS2o"
